title,brand,normal_price,low_price,high_price,oferta,categoria1,categoria2,datetime,Atributos,sin_stock,page
Laurel en hojas 5 g,Cuisine & Co,0.0,263.0,329.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
"Caldo Gourmet 6 unid, Polvo, Sabor Pollo",Gourmet,0.0,599.0,0.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Aceite de Oliva Tradizione 1 L,Talliani,8649.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Ajo en polvo sobre 15 g,Gourmet,229.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Vinagre de vino rosado 500 ml,Cuisine & Co,789.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Aliño completo 15 g,Cuisine & Co,0.0,135.0,169.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Ají color 15 g,Cuisine & Co,0.0,127.0,159.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Caldo Gourmet polvo sabor carne 6 unid. 48 g,Gourmet,0.0,599.0,0.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Aceite de Maravilla 1 L,Miraflores,3899.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Salsa blanca 36 g,Gourmet,679.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Canela entera sobre 15 g,Gourmet,729.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Caldo Maggi sabor Pollo de Campo 80g 8 tabletas,Maggi,999.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Canela molida 15 g,Cuisine & Co,0.0,255.0,319.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Comino molido 15 g,Cuisine & Co,0.0,199.0,249.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Pimienta negra molida 15 g,Cuisine & Co,0.0,311.0,389.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Sal fina yodada doypack 1 kg,Lobos,679.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Semillas de sésamo tostado 30 g,Cuisine & Co,0.0,263.0,329.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,1
Salsa deshidratada Maggi Blanca 36g,Maggi,739.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Orégano entero sobre 20 g,Gourmet,369.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Caldo Maggi sabor Longaniza 80g 8 tabletas,Maggi,999.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
"Caldo de costilla en polvo Gourmet, sobre 6 unid",Gourmet,0.0,579.0,0.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Pimienta negra entera 15 g,Cuisine & Co,0.0,303.0,379.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceite de Oliva extra virgen 500 ml,Banquete,4869.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sal de selección yodada frasco 500 g,Lobos,969.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Base Maggi Jugoso al horno Pollo finas hierbas 24g,Maggi,889.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceite de oliva extra virgen 1 L,Huasco,8490.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Ají de color molido sobre 100 g,Gourmet,789.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceite de Oliva extra virgen 250 ml,Banquete,3219.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Merquén 15 g,Cuisine & Co,0.0,191.0,239.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Curry Powder sobre 15 g,Gourmet,279.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sal gruesa de cocina 1 kg,Lobos,439.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceite de Oliva Tradizione 500 ml,Talliani,5299.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sal de Mar entrefina 800 g,Lobos,1399.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceite de Coco 350 g,Mi Tierra,6249.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Base Maggi para Pollo Crispy 80g,Maggi,719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sal Light Biosal Pote 850 g,Biosal,3199.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sal fina 1 kg,Cuisine & Co,289.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Pimentón Paprika sobre 100 g,Gourmet,909.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sucedáneo limón de pica 500 ml,Cuisine & Co,1079.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Canela molida sobre 15 g,Gourmet,379.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Salsa deshidratada Maggi Champiñón 45g,Maggi,739.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceite de Oliva extra virgen 500 ml,Olitalia,4399.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
"Bicarbonato Gourmet Refinado, Sobre 30 grs.",Gourmet,139.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Pack 3 un. Crema sin lactosa 200 ml,Loncoleche,2907.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Caldo de gallina tableta 8 un.,Naturezza,0.0,629.0,0.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sal de selección yodada frasco 250 g,Lobos,649.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Vinagre de vino blanco 1 L,Traverso,1769.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Caldo Maggi de Verduras 120g 12 tabletas,Maggi,1119.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Base Maggi Jugoso al horno Pollo mediterráneo 25g,Maggi,889.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Jengibre Gourmet Sobre 15 grs.,Gourmet,319.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Bicarbonato 100 g,Cuisine & Co,0.0,279.0,349.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
"Sal Lobos 125 g, de selección, yodada",Lobos,439.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceite de Oliva extra virgen 500 ml,Terra Santa,4219.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
"Cúrcuma molida Gourmet en sobre, 16 g",Gourmet,579.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Caldo de costilla tableta 8 un.,Naturezza,0.0,629.0,0.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Aceto balsámico Di Modena DOP clásico 500 ml,Mazzetti,0.0,1699.0,2199.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Caldo Maggi sabor Gallina 132g 12 tabletas,Maggi,1169.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,2
Sal Light Biosal 125 g,Biosal,1129.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Aceite maravilla 900 ml,Cuisine & Co,2949.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Laurel entero sobre 5 g,Gourmet,419.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Pimienta Negra molida sobre 15 g,Gourmet,449.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Aceite de oliva extra virgen 500 ml,Huasco,4699.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Orégano entero 20 g,Cuisine & Co,0.0,231.0,289.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Base Maggi Hamburguesas 90g,Maggi,719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Clavos de Olor Enteros Gourmet Sobre 5 grs.,Gourmet,379.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Bolsa sal de mar fina 900 g,Lobos,1199.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Romero Gourmet Display 10 g,Gourmet,359.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Salsa para carne Gourmet sobre 30 g,Gourmet,659.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Salsa alfredo Gourmet sobre 41 g,Gourmet,679.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Comino molido sobre 100 g,Gourmet,1449.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Caldo Maggi sabor Carne 120g 12 tabletas,Maggi,1169.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Sucedáneo de jugo de limón 500 ml,Traverso,0.0,1029.0,0.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Aliño completo sobre 100 g,Gourmet,1039.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Base Maggi Carne a la Cacerola 36g,Maggi,719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Base Maggi Jugoso al sartén Finas hierbas 23g,Maggi,889.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Salsa de champiñones Gourmet sobre 30 g,Gourmet,659.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Salsa al Pesto Gourmet Sobre 30 grs.,Gourmet,659.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Aceite vegetal 900 ml,Cuisine & Co,2399.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Ajo en polvo 100 g,Cuisine & Co,0.0,711.0,889.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Base Maggi Jugoso al sartén Ajo y cebolla 23g,Maggi,889.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Aceite de maíz 1 L,Chef,4549.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Nuez moscada molida Gourmet sobre 5 g,Gourmet,399.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
"Base para Preparar Gourmet Sobre 36 g, Carne a la Cacerola",Gourmet,669.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Ají de color sobre 15 g,Gourmet,239.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Aceite de Oliva extra virgen 1 L,Montecristo,8099.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Sal fina de mesa pote 850 g,Lobos,1099.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Vinagre de manzana orgánico Bragg 473 ml,Bragg,5199.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Sal parrillera yodada frasco 750 g,Lobos,1139.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
"Semilla sésamo Gourmet, tostado 30 g",Gourmet,449.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Comino molido sobre 15 g,Gourmet,299.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Aceite de Oliva extra virgen 1L,Banquete,8290.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Vinagre de manzana 500 ml,Traverso,1729.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Base Maggi Pescado Frito 85g,Maggi,719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Vinagre de vino rosado 1 L,Traverso,1769.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Vinagre de vino blanco 500 ml,Traverso,1049.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Caldo Maggi Vive Bien Verduras 80g 8 tabletas,Maggi,999.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Eneldo sobre 8 g,Gourmet,449.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,3
Tomillo Gourmet 7 g,Gourmet,369.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Ajo granulado frasco 31 g,Gourmet,1779.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Ajo en hojuelas 15 g,Gourmet,519.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Caldo Maggi sabor Costilla 120g 12 tabletas,Maggi,1119.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Base Maggi Cazuela de Ave 70g,Maggi,719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Merquén sobre 15 g,Gourmet,359.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Aceite de Oliva Tradizione 250 ml,Talliani,3549.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Sucedáneo de jugo de limón 1 L,Traverso,1979.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Aliño completo sobre 15 g,Gourmet,219.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Base Maggi Cazuela de Vacuno 70g,Maggi,719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Base Maggi Escalopa 90g,Maggi,719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Bicarbonato sódico 200 g,Carmencita,1399.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
"Molinillo Mix Pimientas Gourmet Frasco 43 g, Premium",Gourmet,3869.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Pimienta Negra entera sobre 15 g,Gourmet,459.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Sal de mar extra gruesa 800 g,Lobos,1589.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Ají color 100 g,Cuisine & Co,0.0,487.0,609.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Aliño completo 100 g,Cuisine & Co,0.0,615.0,769.0,1,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Caldo Maggi Vive Bien Costilla 80g 8 tabletas,Maggi,999.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Ajo puro 30 g,Gourmet,1349.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Aceite de Oliva orgánico extra virgen 500 ml,Jardin Andes,5699.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Pimienta Negra Molida Gruesa Gourmet Sobre 15 grs.,Gourmet,479.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
"Ajo en polvo Carmencita, 60 g",Carmencita,1799.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Humo líquido sabor ahumado 165 cc,Gourmet,2129.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Caldo Maggi Vive Bien Gallina 80g 8 tabletas,Maggi,999.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Cúrcuma molida frasco 26 g,Gourmet,1329.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Mix Gourmet hamburguesa lenteja 200 g,Gourmet,1899.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Callampas sobre 35 g,Gourmet,2079.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Aceto balsámico 500 cc,Talliani,3599.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Base para preparar pescado frito Gourmet sobre 80 g,Gourmet,669.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Canela molida Gourmet 18 g,Gourmet,1319.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Orégano entero frasco 30 g,Gourmet,2119.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Sal Lobos molinillo 88 g,Lobos,3269.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
"Semillas de Sésamo Gourmet Bolsa 100 g, Tostado",Gourmet,1599.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
"Base para Preparar Gourmet Sobre 42 g, Tortilla",Gourmet,669.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Vinagre de vino rosado 500 ml,Traverso,1049.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Pimienta Negra molida frasco 28 g,Gourmet,1719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Mix Gourmet hamburguesa garbanzos 200 g,Gourmet,1899.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Merquén frasco 21 g,Gourmet,1319.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Vinagre de manzana 1 L,Traverso,3349.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
Aceite de Oliva extra virgen 2 L,Huasco,11969.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,4
"Base para Preparar Gourmet Sobre 80 g, Pollo Crispy",Gourmet,669.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Sucedáneo de jugo de limón de Pica 500 ml,Traverso,1579.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Pimienta Negra molida sobre 100 g,Gourmet,2669.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Aceite de Oliva extra virgen 500 ml,Montecristo,4749.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Molinillo condimento Carne Premium frasco 45 g,Gourmet,3769.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Pimienta Negra Gruesa Molida Gourmet Frasco 29 g,Gourmet,1719.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Sazonador para Tacos Gourmet Sobre 48 g,Gourmet,1099.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Aliño limón 60% natural 320 ml,Traverso,1409.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Sazonador para Guacamole Gourmet Sobre 28 grs.,Gourmet,1099.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Sal fina 1 kg,Cuisine & Co,519.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Aceite de Oliva clásico extra virgen 500 ml,Kardámili,0.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,0,5
Popurrí de Pimienta frasco 35 g,Carmencita,3699.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Sazonador provenzal 120 g,Cuisine & Co,2769.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Aceto balsámico di modena 500 ml,Cuisine & Co,2699.0,0.0,0.0,0,despensa,aceites-sal-y-condimentos,2022-07-16 20:20:00.576384,1 un,1,5
Atún lomitos en agua 104 g drenado,Cuisine & Co,1099.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Jurel al natural 300 g drenado,Cuisine & Co,1549.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Leche Condensada Leche Sur 397g,Nestlé,1319.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Jurel al natural lata 300 g drenado,San José,1799.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Compota manzana 90 g,Cuisine & Co,379.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Atún lomitos en agua 104 g drenado,Robinson Crusoe,0.0,1299.0,1599.0,1,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Leche condensada 397 g,Cuisine & Co,0.0,999.0,1129.0,1,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Compota pera manzana 90 g,Cuisine & Co,379.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Atún lomitos en aceite 104 g drenado,Robinson Crusoe,0.0,1299.0,1599.0,1,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Champiñones laminados 230 g drenado,Cuisine & Co,1099.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Atún lomitos ahumados 104 g drenado,Robinson Crusoe,0.0,1299.0,1599.0,1,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Leche Condensada Nestlé 397g,Nestlé,1639.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Atún lomitos agua 104 g drenado,Angelmo,1259.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Crema de Leche Nestlé 157g,Nestlé,0.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,0,1
Palmitos en trozos 220 g,Máxima MP,929.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Palmitos en rodajas 220 g drenado,Cuisine & Co,1859.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Porotos negros 390 g,Cuisine & Co,999.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Atún lomitos en agua 104 g drenado,Van Camp'S,1589.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Crema de Leche Nestlé 236g,Nestlé,0.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,0,1
Porotos negros caja 380 g,Wasil,0.0,1099.0,1249.0,1,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Champiñones enteros 230 g drenado,Cuisine & Co,1099.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Choritos en aceite 100 g drenado,Cuisine & Co,1169.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
Garbanzos 390 g,Cuisine & Co,999.0,0.0,0.0,0,despensa,conservas,2022-07-16 20:20:00.576384,1 un,1,1
